"ERB_CASA";"QTDE_LNHA_POS";"QTDE_LNHA_CTRL";"QTDE_LNHA_PRE";"X";"Y";"ANOMES"
"GOA09";62;652;441;-48,317061;-15,740919;202602
"GONPL";74;1272;1272;-49,509972;-13,23975;202602
"GOPGS";209;2366;2231;-49,912619;-16,824342;202602
"GOFMN";347;1843;1071;-47,331917;-15,557056;202602
"GOAR8";79;577;322;-48,277081;-15,7408;202602
"GOCEP";349;574;268;-49,316944;-16,709722;202602
"GOLZC";842;3398;1157;-47,956969;-16,251928;202602
"GOSCQ";145;760;538;-49,092681;-16,705075;202602
"GOHEL";244;798;488;-49,318031;-16,75565;202602
"GOVSJ";75;312;513;-47,836553;-14,179994;202602
"GOJTO";749;2083;951;-51,733414;-17,898858;202602
"GOBOA";184;359;139;-49,245778;-16,744833;202602
"GOAJB";114;494;371;-49,236961;-16,768019;202602
"GOMSJ";707;2533;1687;-52,565222;-17,569333;202602
"GORRI";168;1103;867;-50,913744;-17,763506;202602
"GOBVI";99;610;545;-49,40458;-16,7237;202602
"GONGR";42;269;123;-48,08374;-16,05596;202602
"GOFNO";11;114;178;-50,301539;-16,676461;202602
"GOLLL";200;1931;1460;-48,741628;-16,619519;202602
"GOJUN";126;202;100;-48,947903;-16,333864;202602
"GOMAZ";30;195;157;-49,336944;-14,195028;202602
"GOABC";313;4151;3054;-47,818222;-16,056056;202602
"GOGNB";125;532;338;-49,208981;-16,61494;202602
"GOFMC";739;5091;3477;-47,330306;-15,526972;202602
"GOAPJ";76;297;314;-49,216819;-16,76105;202602
"GO1C1";3;11;1;-49,258169;-16,681444;202602
"GO8QO";23;193;108;-48,261444;-15,758639;202602
"GOCBR";542;1193;809;-49,295436;-16,673333;202602
"GOOZN";47;598;642;-48,408333;-17,01;202602
"GOAT4";1972;975;311;-49,267028;-16,713606;202602
"GOABV";194;580;261;-48,9336;-16,35272;202602
"GOFVI";15;49;43;-48,93077;-16,40979;202602
"GOGSN";166;810;498;-49,385369;-16,678319;202602
"GOCDO";150;162;73;-49,307022;-16,698633;202602
"GOGDI";13;87;82;-49,116644;-16,377003;202602
"GOCAE";921;1333;667;-49,240028;-16,721086;202602
"GORVL";243;709;399;-50,921347;-17,768003;202602
"GOSNC";143;789;618;-49,156556;-16,656972;202602
"GOGSA";152;453;348;-49,2065;-16,624439;202602
"GOGRR";28;508;1020;-46,455167;-14,296361;202602
"GOGPM";151;79;32;-49,227361;-16,703972;202602
"GOA13";159;1353;968;-48,28595;-15,71072;202602
"GONGD";82;729;411;-48,035706;-16,077689;202602
"GOVGA";392;728;387;-49,18325;-16,698056;202602
"GOPJB";174;458;328;-49,020269;-17,292614;202602
"GOIBC";74;109;55;-49,215778;-18,417667;202602
"GOPSE";379;4193;5391;-46,366556;-14,091139;202602
"GOINL";15;107;90;-49,993333;-18,490778;202602
"GOFMD";460;3200;2782;-47,323381;-15,561317;202602
"GOLSF";643;2052;828;-47,957419;-16,266922;202602
"GODAT";20;90;48;-48,956714;-16,390481;202602
"GOSSV";2;2;4;-47,98445;-16,079108;202602
"GOMID";377;1063;596;-49,113222;-17,731611;202602
"GO8XP";116;447;376;-47,610278;-16,771556;202602
"GOCBI";49;183;112;-52,606053;-18,469675;202602
"GOCXA";78;890;842;-49,980917;-14,546472;202602
"GOCMC";74;694;491;-48,812556;-15,928528;202602
"GOCTR";5;76;80;-49,693167;-16,763222;202602
"GORJD";26;155;128;-51,573889;-17,770833;202602
"GOMAC";5;24;19;-48,906542;-17,722903;202602
"GOSTO";794;461;172;-49,267833;-16,679778;202602
"GOURH";769;1493;917;-49,272711;-16,640811;202602
"GOAJV";129;938;762;-49,302;-16,795;202602
"GOFSM";15;211;206;-48,604556;-15,939611;202602
"GOLGR";680;295;79;-49,273367;-16,685122;202602
"GOPAE";41;122;69;-52,258056;-17,534778;202602
"GOMGS";13;48;48;-50,215192;-16,131806;202602
"GOICI";139;2145;1977;-49,571639;-14,972553;202602
"GOAJI";140;996;664;-49,267569;-16,822697;202602
"GOVCA";12;214;217;-48,397216;-16,906304;202602
"GOCTD";163;457;280;-48,634;-17,728333;202602
"GOJUD";502;724;266;-48,942558;-16,332061;202602
"GOAMP";203;867;789;-49,288306;-16,781444;202602
"GOBGS";123;749;555;-48,835731;-17,096633;202602
"GOJL2";62;559;394;-47,916836;-16,224156;202602
"GOPQS";343;2474;1465;-47,973958;-16,110658;202602
"GOACA";227;827;558;-49,2176;-16,7371;202602
"GOGCO";66;367;498;-49,404219;-16,5373;202602
"GOGRC";55;497;569;-49,38532;-16,77898;202602
"GOVNA";539;1128;417;-49,234319;-16,6627;202602
"GOJIU";752;2152;1059;-51,717283;-17,883039;202602
"GO8YG";18;167;122;-48,263889;-15,741111;202602
"GOJTC";673;1581;813;-51,725;-17,891333;202602
"GOPGF";34;225;272;-49,156254;-13,455395;202602
"GOOMO";91;329;307;-49,269139;-16,546019;202602
"GOVUN";100;560;386;-48,986522;-16,361986;202602
"GOAPN";141;1103;867;-49,312687;-16,80164;202602
"GOSHJ";6;5;10;-51,730431;-17,872022;202602
"GONQA";255;2839;3438;-48,473194;-14,471633;202602
"GORZA";434;3055;1927;-47,907658;-16,241894;202602
"GOSFD";380;1073;492;-49,24397;-16,65273;202602
"GOARA";185;1078;879;-49,449908;-16,912392;202602
"GOJDU";287;1732;1323;-49,363203;-16,784097;202602
"GO8RG";0;2;8;-49,794806;-16,035361;202602
"GOVDV";522;562;237;-49,269483;-16,727689;202602
"GOMAL";34;905;2097;-46,891;-13,258111;202602
"GO8RC";18;183;183;-50,453567;-18,458087;202602
"GOLAZ";184;1515;933;-48,063253;-16,089022;202602
"GO8XY";0;4;4;-48,308889;-15,762722;202602
"GOIIS";8;111;124;-49,87585;-16,112922;202602
"GOCAD";128;2031;1545;-46,9226;-15,8048;202602
"GOCOC";399;3274;2751;-51,81175;-16,954944;202602
"GOJAL";0;7;93;-49,380631;-16,736825;202602
"GOGTD";77;326;190;-49,3751;-18,0337;202602
"GOSRP";128;864;669;-49,085686;-16,690989;202602
"GOROM";55;167;84;-49,268283;-16,615814;202602
"GOAIN";221;817;617;-49,264912;-16,797229;202602
"GORUC";71;1020;818;-49,802839;-15,160883;202602
"GOVAZ";6;92;423;-46,60154;-13,29009;202602
"GOVDE";1014;2397;1123;-47,95805;-16,0609;202602
"GOIPU";110;916;698;-49,37323;-16,790244;202602
"GORVI";717;704;371;-50,930331;-17,796022;202602
"GOTCQ";579;334;149;-49,272361;-16,6945;202602
"GOACT";68;695;613;-50,375369;-17,384006;202602
"GOMAR";704;313;116;-49,262311;-16,705581;202602
"GOGNJ";466;339;150;-49,228386;-16,652367;202602
"GOSGG";59;1313;2339;-50,161569;-13,286833;202602
"GOMUM";7;46;197;-48,164792;-14,548156;202602
"GORPJ";18;69;80;-48,80525;-17,422194;202602
"GOVSA";157;447;252;-49,305528;-16,672639;202602
"GOOSA";123;592;334;-49,22918;-16,60927;202602
"GOCCL";33;389;349;-50,916278;-18,69325;202602
"GOATM";67;291;220;-49,224214;-16,851036;202602
"GOCON";75;420;321;-51,788325;-16,911228;202602
"GOSMG";256;2640;3473;-50,1625;-13,275333;202602
"GOAL3";39;799;1675;-46,512461;-14,482539;202602
"GOSAE";26;193;143;-50,312639;-16,202222;202602
"GORVR";268;938;546;-50,888261;-17,790644;202602
"GOAPE";100;583;393;-48,958753;-16,281;202602
"GO8PZ";22;148;124;-51,119806;-16,438583;202602
"GOGNC";305;1293;1049;-49,108797;-15,337278;202602
"GOALP";1328;1746;779;-49,298639;-16,703917;202602
"GOCDN";88;213;131;-48,633694;-17,720889;202602
"GOMSG";231;552;368;-49,282722;-16,623444;202602
"GOCVL";642;599;172;-47,964369;-18,178939;202602
"GOGUO";10;87;136;-49,70478;-14,7333;202602
"GOISA";159;341;229;-49,280361;-16,665269;202602
"GOSHG";361;849;399;-50,607872;-17,817372;202602
"GOALQ";130;1114;710;-48,328306;-15,756486;202602
"GOERA";700;1381;957;-49,27914;-16,75315;202602
"GOLJL";92;707;440;-47,932839;-16,219181;202602
"GORBD";1028;497;199;-49,264028;-16,686944;202602
"GOGBU";578;489;205;-49,281639;-16,693083;202602
"GORVA";181;532;270;-50,902419;-17,783669;202602
"GO8XO";58;131;80;-47,613861;-16,776361;202602
"GOVSH";422;1122;754;-49,281894;-16,657589;202602
"GOALH";2;2;3;-48,273731;-15,735558;202602
"GOVL2";197;1256;835;-48,5205;-16,752781;202602
"GOUNC";141;923;762;-49,678361;-15,508167;202602
"GOPPB";56;240;203;-48,943728;-15,8555;202602
"GOCPV";377;732;487;-49,316592;-16,653217;202602
"GOSA3";29;249;156;-48,273208;-15,9597;202602
"GOPSM";20;183;164;-50,671358;-17,299347;202602
"GOPHI";1;0;5;-49,32938;-16,65425;202602
"GOCJR";133;313;159;-48,62063;-17,75014;202602
"GOTRR";161;1339;1060;-49,425861;-16,642083;202602
"GOCAT";410;1744;851;-47,969944;-18,163639;202602
"GOMUT";1053;416;153;-49,267583;-16,701583;202602
"GOVSO";79;312;198;-49,211706;-16,588144;202602
"GO8XK";22;93;64;-49,479381;-16,378161;202602
"GOJPR";351;1859;898;-51,717072;-17,898022;202602
"GOPLA";0;47;87;-49,030411;-14,836469;202602
"GOCLA";701;2674;1148;-47,917178;-18,143031;202602
"GOBSI";4;1;5;-49,276769;-16,741247;202602
"GOVLY";663;1131;683;-49,314167;-16,696389;202602
"GOSRO";46;612;532;-47,229167;-15,100278;202602
"GOVPP";6;187;414;-48,884;-15,459139;202602
"GOVCT";275;2419;2123;-49,807389;-17,728639;202602
"GOSAX";16;211;135;-47,000389;-15,362056;202602
"GOFDO";384;3690;2440;-47,309664;-15,533844;202602
"GO8XU";79;264;120;-47,987056;-16,07225;202602
"GOJKA";475;1425;757;-48,938414;-16,345375;202602
"GOCTU";84;144;65;-48,632028;-17,739083;202602
"GORVJ";609;1667;1085;-50,907922;-17,773089;202602
"GOBAD";126;1205;1246;-48,918111;-14,971669;202602
"GOCDA";0;0;2;-48,955761;-16,331661;202602
"GOJTD";963;1740;717;-51,734022;-17,8879;202602
"GO1S4";254;175;53;-49,266881;-16,717431;202602
"GORCL";7;84;80;-51,010553;-18,795411;202602
"GOORI";8;13;2;-49,2697;-16,6969;202602
"GOPGG";8;26;95;-49,033063;-13,116616;202602
"GOJSA";590;2251;1118;-51,7416;-17,911489;202602
"GOCAR";318;794;453;-49,19821;-16,6938;202602
"GOGVL";228;1129;784;-48,900772;-16,313114;202602
"GOJRT";234;1165;1164;-49,34135;-15,7367;202602
"GOMTE";594;2553;1898;-52,575339;-17,571081;202602
"GORAT";847;409;153;-49,264472;-16,689889;202602
"GOASP";820;1526;952;-49,260839;-16,747964;202602
"GOSHD";315;991;599;-50,59125;-17,821444;202602
"GOEPC";1017;459;173;-49,266636;-16,683289;202602
"GOMNS";590;2100;1169;-52,550614;-17,559619;202602
"GORGD";21;116;82;-49,214806;-16,8281;202602
"GOAPI";265;830;424;-48,955611;-16,291667;202602
"GO8BX";5;31;40;-50,37167;-16,51861;202602
"GOPIR";627;5067;3120;-48,277972;-17,301883;202602
"GOGAR";930;457;192;-49,252917;-16,701783;202602
"GOT63";286;380;233;-49,286047;-16,714872;202602
"GOAFH";418;636;300;-48,953739;-16,3225;202602
"GORDG";47;304;242;-49,388719;-16,6458;202602
"GOREC";65;492;366;-49,355236;-16,618106;202602
"GOURN";375;1804;1440;-49,1358;-14,5263;202602
"GOGN2";357;985;494;-49,251444;-16,619139;202602
"GOMOR";113;328;184;-49,221194;-16,661806;202602
"GOMVU";342;1531;1144;-51,161667;-17,470556;202602
"GO8QG";11;57;52;-47,973417;-16,071222;202602
"GOCLQ";13;41;25;-48,585139;-17,693389;202602
"GOCDS";177;401;266;-49,31855;-16,769603;202602
"GOSTN";166;531;244;-49,239278;-16,734611;202602
"GOJAS";955;877;368;-49,281444;-16,712694;202602
"GOIIQ";14;112;85;-49,545972;-16,266589;202602
"GORBA";63;868;845;-48,759361;-14,702556;202602
"GOBOT";395;635;332;-49,246369;-16,670608;202602
"GOJAY";130;742;598;-48,972114;-16,289078;202602
"GOACS";313;600;489;-49,278331;-16,761108;202602
"GORAL";73;473;268;-49,574231;-15,311053;202602
"GOPVC";13;67;53;-48,984864;-15,873957;202602
"GOFAP";9;144;158;-47,27802;-15,23767;202602
"GOSDA";24;421;562;-46,256417;-14,802417;202602
"GO8PW";2;65;52;-48,291694;-15,744056;202602
"GOMAO";83;479;467;-49,176972;-14,01175;202602
"GOSMW";42;678;1334;-50,173481;-13,275369;202602
"GOVNN";146;392;216;-49,246917;-16,660611;202602
"GOBVR";19;201;172;-49,044669;-16,8627;202602
"GOAPC";66;152;75;-49,2434;-16,8202;202602
"GORIP";58;524;274;-48,167797;-17,654333;202602
"GOLSD";102;456;231;-49,254722;-16,824722;202602
"GOICK";194;2689;4639;-46,634556;-14,100806;202602
"GOIPA";201;1817;1511;-51,111;-16,444928;202602
"GOVIT";91;664;456;-49,348989;-16,601431;202602
"GOOUT";46;295;291;-48,398117;-16,118886;202602
"GOSPQ";421;1977;1301;-49,353342;-16,697936;202602
"GOMKN";39;289;181;-48,219903;-13,529628;202602
"GOFPL";79;343;226;-52,223639;-17,681667;202602
"GOIRC";39;369;697;-50,614681;-15,821519;202602
"GOGAH";535;874;451;-49,303611;-16,719169;202602
"GOSDD";111;1591;2344;-46,316339;-13,405589;202602
"GOFVL";187;1037;761;-49,37481;-16,7487;202602
"GOABE";23;202;139;-49,331942;-16,789539;202602
"GOFLT";28;114;64;-48,577631;-17,774161;202602
"GOJVI";304;487;239;-51,725389;-17,884111;202602
"GO8QC";3;53;33;-48,279667;-15,955556;202602
"GOASA";176;586;356;-48,897117;-16,34527;202602
"GODA2";89;329;233;-48,90761;-16,40266;202602
"GOPPV";645;1640;1023;-49,252286;-16,762594;202602
"GO8XV";0;3;0;-49,79975;-16,024861;202602
"GOPVD";69;533;541;-49,375192;-16,589117;202602
"GOMMV";33;149;145;-53,043111;-17,721139;202602
"GOVOL";76;372;322;-49,286706;-16,802839;202602
"GOPFO";310;639;434;-49,292806;-16,624028;202602
"GOGGC";250;429;244;-49,192733;-16,7584;202602
"GODIR";0;0;1;-49,326272;-17,481275;202602
"GOFDZ";527;2601;1731;-47,345222;-15,532028;202602
"GOSLI";20;81;80;-51,66465;-17,77429;202602
"GO8XD";0;1;4;-49,404222;-16,537233;202602
"GOPST";290;1192;1220;-46,361989;-14,083608;202602
"GOGNH";232;236;154;-49,3097;-16,72735;202602
"GONAC";1;100;170;-49,893081;-15,0232;202602
"GOJPE";124;376;257;-49,356389;-16,662778;202602
"GOSCZ";1;15;20;-48,483631;-17,316169;202602
"GOPER";56;265;245;-52,06;-17,526667;202602
"GOGMA";269;645;400;-49,287139;-16,644361;202602
"GOLED";217;1265;598;-47,921242;-16,258414;202602
"GOPNN";90;253;200;-49,448886;-17,518331;202602
"GONQV";0;36;26;-48,754775;-14,620938;202602
"GOPOU";0;9;13;-47,456806;-13,957583;202602
"GOMCH";404;1969;1475;-52,538389;-17,570639;202602
"GOHEA";154;983;537;-48,273419;-15,7475;202602
"GOGUB";144;310;212;-49,23275;-16,678556;202602
"GOURT";110;816;659;-49,158603;-14,522897;202602
"GOSLC";57;259;229;-52,622014;-18,671097;202602
"GOIBP";188;503;239;-49,23175;-18,418389;202602
"GOIJL";37;167;74;-49,24595;-18,41691;202602
"GOCMQ";172;345;162;-48,638279;-17,7059;202602
"GOGMS";418;857;470;-49,256;-16,596306;202602
"GOSJG";92;671;595;-49,112444;-16,677889;202602
"GO153";273;1255;735;-49,241842;-16,803142;202602
"GOFCC";4;49;143;-50,16363;-15,52642;202602
"GOIPP";12;169;326;-50,639444;-15,801111;202602
"GOAUY";56;194;191;-51,075408;-14,907456;202602
"GO8RF";3;25;17;-50,45375;-18,450028;202602
"GORRE";14;19;14;-48,75323;-17,77831;202602
"GOANU";65;485;453;-49,953733;-16,452103;202602
"GOJVA";230;1255;889;-49,619372;-17,805931;202602
"GOGLO";0;0;3;-49,275139;-16,69035;202602
"GOACX";142;739;498;-48,965;-16,3686;202602
"GOMDV";223;728;386;-49,34441;-16,73815;202602
"GODSC";167;182;62;-49,1476;-16,7252;202602
"GOCRD";1072;4221;3141;-47,609958;-16,771594;202602
"GOALT";224;1552;837;-48,245869;-15,766978;202602
"GOJGM";22;116;117;-50,13775;-17,031361;202602
"GOCCB";183;936;404;-47,937186;-18,189394;202602
"GOIBF";165;172;49;-49,212344;-18,434167;202602
"GOPQ2";147;432;243;-49,218942;-16,729944;202602
"GOMIQ";179;604;400;-49,106969;-17,7202;202602
"GOFRO";169;566;395;-49,261492;-16,642958;202602
"GOJGT";600;498;204;-49,242806;-16,696972;202602
"GO8BW";12;138;105;-50,37739;-16,527078;202602
"GOAEU";283;2486;2198;-50,364664;-17,396028;202602
"GOGSB";1515;1078;335;-49,259361;-16,714583;202602
"GOMNC";443;1329;796;-52,5564;-17,568736;202602
"GOHEN";724;561;313;-49,241633;-16,708811;202602
"GOSWJ";37;404;418;-47,570028;-14,709361;202602
"GOOZI";155;1550;1291;-48,276528;-17,031667;202602
"GOGFL";82;762;636;-49,337722;-16,585889;202602
"GO8RB";30;219;204;-49,426611;-16,504139;202602
"GOBSH";662;1146;679;-49,278411;-16,741642;202602
"GOOUV";311;2530;1250;-47,835278;-18,231889;202602
"GOSLD";236;1501;777;-50,371833;-16,518694;202602
"GOBJG";68;512;429;-52,180889;-16,175528;202602
"GOHID";7;27;23;-49,463361;-14,7252;202602
"GOIUT";45;370;276;-49,472451;-16,374611;202602
"GOUUC";8;170;162;-49,593844;-15,512919;202602
"GONRO";47;864;1295;-46,874889;-13,746194;202602
"GOBGA";256;694;348;-49,326678;-16,698467;202602
"GOSAG";53;209;179;-49,311611;-16,491833;202602
"GOPPA";2;2;25;-49,200669;-13,105178;202602
"GOAT2";1738;769;282;-49,270002;-16,70369;202602
"GOPID";60;474;443;-48,26889;-17,31996;202602
"GOAMA";256;678;459;-48,9625;-16,315;202602
"GOGNE";93;362;313;-49,085833;-15,267222;202602
"GOA14";194;1495;848;-48,265417;-15,728833;202602
"GOLJC";2;0;0;-49,28215;-16,672625;202602
"GOIPD";135;1741;1634;-49,9355;-15,560939;202602
"GOVNO";125;995;666;-47,963039;-16,13483;202602
"GOFTA";54;583;435;-49,341539;-16,6104;202602
"GOCDL";79;560;469;-49,285711;-16,823311;202602
"GOCBE";102;1498;2604;-46,771028;-13,048111;202602
"GOCAB";58;935;961;-46,945528;-15,808222;202602
"GOGDT";515;893;473;-49,314614;-16,682697;202602
"GOISY";488;932;627;-49,504689;-16,357778;202602
"GOAMS";37;308;191;-49,2744;-16,829761;202602
"GOGAD";72;413;288;-49,263917;-16,813694;202602
"GOOTS";217;238;125;-49,254411;-16,6874;202602
"GOCIA";303;279;138;-49,196464;-16,7322;202602
"GOMNO";1429;2697;950;-52,557778;-17,558972;202602
"GOLLG";12;33;52;-48,841061;-16,575451;202602
"GOCAV";147;1714;3789;-47,451389;-13,801556;202602
"GOVSE";737;3162;1567;-47,987181;-16,0608;202602
"GOJIP";212;1802;1503;-49,397189;-16,632067;202602
"GOGJS";1035;217;80;-49,208583;-16,714422;202602
"GO8QI";59;160;145;-49,494867;-16,357889;202602
"GO8BY";2;0;2;-50,356528;-16,5185;202602
"GOABS";239;908;787;-49,319128;-16,78675;202602
"GOGRD";438;1141;710;-49,334444;-16,755972;202602
"GOLQI";329;1570;696;-47,923616;-16,247684;202602
"GOPCA";109;536;322;-52,038556;-17,806083;202602
"GOPLV";8;34;61;-49,117342;-13,312592;202602
"GOLSN";52;369;233;-47,9327;-16,179939;202602
"GOCOT";11;228;249;-49,194525;-16,801019;202602
"GOALD";236;1971;1141;-48,274011;-15,767936;202602
"GOPAO";450;979;373;-49,308467;-16,734825;202602
"GOPQD";416;419;200;-49,280394;-16,720128;202602
"GODSG";103;1176;1356;-47,574389;-15,232194;202602
"GOSJO";180;746;517;-48,960639;-16,382167;202602
"GOCMY";20;164;142;-48,148333;-18,266639;202602
"GOCGG";397;2667;2266;-47,779444;-17,616944;202602
"GOVCZ";129;676;479;-49,386661;-16,661233;202602
"GOGDG";32;734;1299;-46,480803;-13,9435;202602
"GOMCI";9;51;75;-50,013296;-17,965003;202602
"GORVM";995;1191;509;-50,948331;-17,796592;202602
"GOAMO";188;1245;612;-48,276531;-15,73335;202602
"GORIT";7;16;11;-49,238167;-18,301572;202602
"GOAEG";7;11;10;-49,21433;-16,62952;202602
"GORP2";0;1;6;-49,486617;-16,661058;202602
"GO10A";16;76;72;-49,386111;-14,289722;202602
"GOPAV";596;617;231;-49,271658;-16,671161;202602
"GOCIT";200;625;523;-48,608942;-17,769728;202602
"GOAJH";39;328;208;-49,354722;-16,804444;202602
"GOFLO";93;1561;2430;-47,039806;-14,458136;202602
"GONVZ";149;1190;850;-49,332111;-16,361444;202602
"GO8BD";7;25;27;-48,233667;-15,77575;202602
"GOCAM";281;862;459;-49,263061;-16,602211;202602
"GOFBV";72;400;268;-52,895944;-17,383139;202602
"GOPG3";84;417;354;-49,134564;-13,437452;202602
"GOPEC";2;3;4;-49,2538;-16,655644;202602
"GOPPN";1;71;193;-46,383233;-14,257736;202602
"GOCO7";161;945;451;-47,91978;-16,10243;202602
"GOBJD";75;1172;1625;-52,175514;-16,201063;202602
"GOGRT";144;632;821;-49,33894;-16,77423;202602
"GOLDA";104;951;708;-47,9615;-16,1709;202602
"GORQN";21;160;84;-48,7603;-17,8085;202602
"GOCQG";171;69;23;-49,249331;-16,697439;202602
"GOSCU";62;499;564;-49,095219;-16,696089;202602
"GOLZS";0;4;2;-47,954717;-16,255858;202602
"GOCTH";1742;3305;1491;-47,939339;-18,162108;202602
"GOFRA";422;744;309;-49,245083;-16,640228;202602
"GOO1D";1;17;20;-50,438;-16,186194;202602
"GOGSD";161;895;475;-49,345108;-16,658489;202602
"GOPPL";109;997;1300;-47,46975;-16,181;202602
"GOGRO";3;4;10;-49,258107;-16,614234;202602
"GOSAF";724;1472;757;-49,266651;-16,737631;202602
"GOPOD";406;4261;5511;-46,353278;-14,081194;202602
"GOAFG";99;1352;1362;-47,7845;-14,979833;202602
"GOTDA";325;616;377;-49,490392;-16,656164;202602
"GOAEC";134;987;675;-50,381278;-17,398222;202602
"GOTRG";70;425;368;-49,099228;-16,488453;202602
"GOGQQ";97;369;251;-49,35235;-16,6376;202602
"GOFMS";425;1774;917;-47,326;-15,553278;202602
"GOCPU";617;994;762;-49,332739;-16,655861;202602
"GOCO6";236;1830;1088;-47,95047;-16,10667;202602
"GOCDC";705;4193;3345;-52,664011;-18,388789;202602
"GOAVP";705;305;116;-49,269969;-16,689928;202602
"GORAZ";228;1190;761;-50,903778;-17,752444;202602
"GOMAM";158;1975;4176;-46,110556;-14,5005;202602
"GOARK";82;206;153;-49,327975;-16,780172;202602
"GOMAU";4;20;27;-50,74;-16,5439;202602
"GOCDE";815;781;361;-49,300972;-16,751583;202602
"GODQT";89;91;33;-49,247583;-16,685333;202602
"GOTPG";650;5128;3335;-47,608333;-15,459167;202602
"GOSCV";91;438;386;-48,318333;-16,121389;202602
"GOIVL";13;109;94;-50,793169;-16,605769;202602
"GOGRA";1511;1596;798;-49,330339;-16,710219;202602
"GOBUA";57;226;188;-49,047944;-18,175667;202602
"GOSPT";6;67;111;-49,81506;-15,35077;202602
"GOPFL";1577;975;378;-49,239972;-16,700536;202602
"GOALE";232;1404;1242;-48,506669;-16,086969;202602
"GOLZA";45;439;743;-50,574917;-13,219139;202602
"GOBJE";57;268;344;-49,738056;-18,216944;202602
"GOHUG";195;463;427;-49,335739;-16,6433;202602
"GOPAT";1030;1464;786;-49,201472;-16,740639;202602
"GOPNS";599;343;114;-49,274222;-16,715103;202602
"GOPRI";169;382;155;-48,9636;-16,3577;202602
"GOSLB";299;2031;1293;-50,356019;-16,518678;202602
"GOTER";26;283;580;-47,2642;-13,7791;202602
"GOSAQ";163;1679;1153;-48,292444;-15,934472;202602
"GO8XS";1;7;7;-48,001694;-16,053806;202602
"GOGMC";366;421;198;-49,25402;-16,675038;202602
"GOJBP";1049;1882;711;-51,742569;-17,8992;202602
"GOJNE";163;384;388;-49,325833;-16,640556;202602
"GOSSM";224;1611;1307;-50,549031;-18,995533;202602
"GORPR";237;1088;736;-50,929278;-17,829631;202602
"GOAI2";284;461;283;-49,26881;-16,66594;202602
"GOPCU";269;404;168;-49,240742;-16,676164;202602
"GORVB";848;430;169;-50,936583;-17,810583;202602
"GOBSR";278;943;563;-49,3379;-16,7367;202602
"GOPAS";31;177;127;-48,98719;-16,357;202602
"GOFMQ";655;6076;3917;-47,313289;-15,544267;202602
"GOILB";32;82;39;-49,293333;-18,393889;202602
"GOVMD";363;560;403;-49,291147;-16,639608;202602
"GOIPG";166;2657;2542;-49,946869;-15,56245;202602
"GOJAT";738;1017;389;-49,295028;-16,731639;202602
"GOAVT";204;133;55;-49,26055;-16,677094;202602
"GOCLD";30;264;316;-49,77;-16,56553;202602
"GOPAL";7;90;122;-50,25515;-16,9503;202602
"GOPNX";295;2030;1800;-50,466667;-16,961583;202602
"GOTSH";98;594;421;-47,771111;-18,346111;202602
"GOTAV";280;163;64;-48,88634;-16,350062;202602
"GODAM";45;1420;2128;-46,174111;-14,558889;202602
"GOCES";219;1687;951;-49,595411;-15,297081;202602
"GOFIC";183;1832;1566;-50,302761;-16,579461;202602
"GOVPZ";589;1529;533;-47,983275;-16,078436;202602
"GOABI";339;2878;2279;-48,709844;-16,195358;202602
"GOANO";19;169;144;-49,2313;-16,834939;202602
"GO10B";5;53;140;-49,919867;-14,288314;202602
"GOJRG";209;1140;1060;-49,338611;-15,7925;202602
"GOCBG";16;42;66;-48,5352;-15,98192;202602
"GOAPU";215;616;255;-48,947897;-16,301839;202602
"GOCLL";474;982;427;-47,92735;-18,169419;202602
"GODAI";45;272;173;-48,942164;-16,406797;202602
"GOT91";31;257;333;-51,111389;-16,444722;202602
"GOVPD";226;1339;952;-49,186233;-16,660867;202602
"GOMMD";1;19;19;-49,3259;-17,47866;202602
"GOCUC";114;1044;734;-48,564511;-18,143639;202602
"GO8RA";5;60;91;-51,121242;-16,427619;202602
"GOAJA";38;380;300;-49,344411;-16,808164;202602
"GOCSO";496;597;256;-48,630956;-17,745142;202602
"GOCRV";171;3010;2285;-49,703947;-15,358033;202602
"GO60F";23;97;100;-49,489361;-16,638333;202602
"GORBQ";381;1150;756;-49,303222;-16,605047;202602
"GO8QF";27;147;77;-48,256889;-15,753694;202602
"GOGSH";686;274;96;-49,272356;-16,708186;202602
"GO8XC";46;170;174;-47,608556;-16,7585;202602
"GONG8";60;661;406;-48,031961;-16,0928;202602
"GOCOL";46;680;859;-48,075056;-14,151611;202602
"GOJIG";283;1946;1085;-47,962686;-16,148769;202602
"GOCTT";609;3661;3142;-47,621794;-16,776372;202602
"GORJU";33;185;149;-51,773283;-17,632381;202602
"GOJDA";250;297;127;-49,288286;-16,702664;202602
"GOESL";350;1197;738;-49,29755;-16,764017;202602
"GOCM2";71;321;247;-48,61925;-17,7143;202602
"GOFNM";1;30;40;-50,767972;-16,19775;202602
"GO8XI";271;1006;503;-47,97125;-16,052333;202602
"GOJAO";936;794;296;-49,229797;-16,638703;202602
"GO8XR";3;17;30;-49,31961;-15,76099;202602
"GOUUT";293;1728;1336;-49,686911;-15,502344;202602
"GOAPO";46;336;480;-51,926417;-18,965139;202602
"GOBUE";38;229;192;-49,041481;-18,126814;202602
"GOIUM";455;841;484;-49,492444;-16,3685;202602
"GOGOA";189;1550;1527;-50,130122;-15,930044;202602
"GOITG";12;88;137;-50,677131;-19,011961;202602
"GOGSJ";288;986;754;-49,300417;-16,6585;202602
"GOCPM";3;9;2;-48,625372;-17,74226;202602
